file,size_kb,ptx_version,sm_target,kernel_count,total_static_instructions,unique_opcodes,max_vreg_per_kernel,shared_mem_max_bytes,l2_pressure_score,l2_contention_risk,coalescing_ratio,shared_to_global_ratio,arithmetic_intensity,atomic_density_per1k,primary_domain,compute,memory,overhead,ld_global,st_global,ld_shared,st_shared,atom_global,red_global,cp_async,vector_ld,coalesced_patterns,uncoalesced_patterns,shared_bank_risk,predicated_branches
00067_fused_tiled_mlp_base.ptx,6.95,8.5,sm_87,1,132,29,66,0,4,LOW,1.0,8.5,1.132,0.0,AI_TRAINING,53,46,33,3,1,32,2,0,0,0,0,3,0,0,5
00067_unrolled_tiled_matmul_edit_1_base.ptx,25.74,8.5,sm_87,1,665,29,545,0,11,LOW,1.0,30.0,0.669,0.0,AI_TRAINING,249,345,71,10,1,320,10,0,0,0,0,11,0,0,16
00068_optimized_tile_block_config_base.ptx,13.65,8.5,sm_87,1,343,22,233,0,9,LOW,1.0,15.111,0.8,0.0,AI_TRAINING,134,149,60,8,1,128,8,0,0,0,0,6,0,0,15
00069_vectorized_aligned_tiled_matmul_base.ptx,12.34,8.5,sm_87,1,297,30,153,0,11,LOW,1.0,8.0,0.828,0.0,AI_TRAINING,111,103,83,10,1,64,24,0,0,0,2,7,0,0,28
00070_optimized_mlp_kernel_edit_1.ptx,6.71,8.5,sm_87,1,128,24,66,0,4,LOW,1.0,8.5,1.132,0.0,AI_TRAINING,50,45,33,3,1,32,2,0,0,0,0,3,0,0,5
00070_warp_tiled_shared_reduction_base.ptx,10.57,8.5,sm_87,1,281,36,111,0,15,LOW,1.0,1.4,2.25,0.0,HPC_REDUCTION,120,40,121,14,1,7,14,0,0,0,0,10,0,0,36
00071_fused_tiled_mlp_edit_1.ptx,16.41,8.5,sm_87,1,409,35,298,0,12,LOW,1.0,14.167,0.698,0.0,AI_TRAINING,146,190,73,11,1,160,10,0,0,0,0,6,0,0,16
00071_unrolled_tiled_matmul_edit_1_edit_1.ptx,25.76,8.5,sm_87,1,665,29,545,0,11,LOW,1.0,30.0,0.669,0.0,AI_TRAINING,249,345,71,10,1,320,10,0,0,0,0,11,0,0,16
00072_optimized_tile_block_config_edit_1.ptx,9.25,8.5,sm_87,1,227,23,106,0,9,LOW,1.0,4.444,1.49,0.0,AI_TRAINING,95,53,79,8,1,32,8,0,0,0,0,6,0,0,19
00073_vectorized_aligned_tiled_matmul_edit_1.ptx,12.37,8.5,sm_87,1,297,30,153,0,11,LOW,1.0,8.0,0.828,0.0,AI_TRAINING,111,103,83,10,1,64,24,0,0,0,2,7,0,0,28
00074_block_size_optimized_conv2d_base.ptx,16.22,8.5,sm_87,1,391,29,187,0,73,MEDIUM,1.0,0.0,2.507,0.0,AI_TRAINING,222,87,82,72,1,0,0,0,0,0,0,22,0,0,42
00074_modular_fused_mlp_base.ptx,7.21,8.5,sm_87,1,134,29,68,0,4,LOW,1.0,8.5,1.158,0.0,AI_TRAINING,54,46,34,3,1,32,2,0,0,0,0,3,0,0,5
00074_warp_tiled_shared_reduction_edit_1.ptx,7.48,8.5,sm_87,1,178,39,90,0,9,LOW,1.0,1.0,3.056,0.0,HPC_REDUCTION,76,22,80,8,1,7,2,0,0,0,0,4,0,0,14
00075_reduced_sync_tiled_matmul_base.ptx,26.48,8.5,sm_87,1,684,29,545,0,11,LOW,1.0,30.0,0.677,0.0,AI_TRAINING,257,345,82,10,1,320,10,0,0,0,0,11,0,0,21
00075_strided_conv2d_edit_1_base.ptx,21.25,8.5,sm_87,1,538,29,272,0,101,MEDIUM,1.0,0.0,2.535,0.0,AI_TRAINING,313,117,108,100,1,0,0,0,0,0,0,30,0,0,59
00075_unrolled_mlp_kernel_base.ptx,6.75,8.5,sm_87,1,133,26,67,0,4,LOW,1.0,8.5,1.132,0.0,AI_TRAINING,50,45,38,3,1,32,2,0,0,0,0,4,0,0,5
00076_regtile_tiled_matmul_base.ptx,17.48,8.5,sm_87,1,496,29,275,0,18,LOW,1.0,2.556,3.094,0.0,AI_TRAINING,242,68,186,14,4,32,14,0,0,0,0,16,0,0,32
00076_warp_aligned_conv2d_base_base.ptx,21.0,8.5,sm_87,1,537,32,261,0,101,MEDIUM,1.0,0.0,2.465,0.0,AI_TRAINING,305,117,115,100,1,0,0,0,0,0,0,30,0,0,59
00078_block_size_optimized_conv2d_edit_1.ptx,18.41,8.5,sm_87,1,465,28,187,0,73,MEDIUM,1.0,0.0,2.63,0.0,AI_TRAINING,231,89,145,72,1,0,0,0,0,0,0,2,0,0,42
00078_const_mem_tiled_matmul_base.ptx,25.78,8.5,sm_87,1,669,27,565,0,11,LOW,1.0,30.0,0.656,0.0,AI_TRAINING,246,346,77,10,1,320,10,0,0,0,0,8,0,0,26
00079_reduced_sync_tiled_matmul_edit_1.ptx,8.21,8.5,sm_87,1,175,22,113,0,3,LOW,1.0,22.0,0.841,0.0,AI_TRAINING,67,73,35,2,1,64,2,0,0,0,0,3,0,0,6
00079_strided_conv2d_edit_1_edit_1.ptx,21.27,8.5,sm_87,1,538,29,272,0,101,MEDIUM,1.0,0.0,2.535,0.0,AI_TRAINING,313,117,108,100,1,0,0,0,0,0,0,30,0,0,59
00079_unrolled_mlp_kernel_edit_1.ptx,16.69,8.5,sm_87,1,426,32,299,0,12,LOW,1.0,14.167,0.802,0.0,AI_TRAINING,162,189,75,11,1,160,10,0,0,0,0,12,0,0,16
00080_warp_aligned_conv2d_base_edit_1.ptx,32.72,8.5,sm_87,1,800,33,373,0,101,MEDIUM,1.0,0.0,4.97,0.0,AI_TRAINING,561,118,121,100,1,0,0,0,0,0,0,97,0,0,64
00081_block_size_optimized_base.ptx,7.19,8.5,sm_87,1,125,29,57,0,17,LOW,1.0,0.0,3.059,0.0,AI_TRAINING,63,31,31,16,1,0,0,0,0,0,0,6,0,0,11
00081_warp_optimized_matmul_edit_1.ptx,7.96,8.5,sm_87,1,168,24,113,0,3,LOW,1.0,22.0,0.812,0.0,AI_TRAINING,64,73,31,2,1,64,2,0,0,0,0,3,0,0,5
00082_const_mem_tiled_matmul_edit_1.ptx,25.88,8.5,sm_87,1,671,27,545,0,11,LOW,1.0,30.0,0.682,0.0,AI_TRAINING,255,346,70,10,1,320,10,0,0,0,0,8,0,0,16
00083_balanced_workload_tiled_matmul_base.ptx,17.75,8.5,sm_87,1,496,29,275,0,18,LOW,1.0,2.556,3.094,0.0,AI_TRAINING,242,68,186,14,4,32,14,0,0,0,0,16,0,0,32
00083_multi_stream_batch_parallel_base.ptx,7.26,8.5,sm_87,1,125,29,57,0,17,LOW,1.0,0.0,3.059,0.0,AI_TRAINING,63,31,31,16,1,0,0,0,0,0,0,6,0,0,11
00085_block_size_optimized_edit_1.ptx,7.21,8.5,sm_87,1,125,29,57,0,17,LOW,1.0,0.0,3.059,0.0,AI_TRAINING,63,31,31,16,1,0,0,0,0,0,0,6,0,0,11
00085_minimal_sync_regtile_matmul_base.ptx,17.83,8.5,sm_87,1,498,29,275,0,18,LOW,1.0,2.556,3.094,0.0,AI_TRAINING,243,68,187,14,4,32,14,0,0,0,0,16,0,0,33
00087_balanced_workload_tiled_matmul_edit_1.ptx,17.77,8.5,sm_87,1,496,29,275,0,18,LOW,1.0,2.556,3.094,0.0,AI_TRAINING,242,68,186,14,4,32,14,0,0,0,0,16,0,0,32
00089_aligned_memory_access_base_base.ptx,8.82,8.5,sm_87,1,161,29,74,0,17,LOW,1.0,0.0,5.412,0.0,AI_TRAINING,103,31,27,16,1,0,0,0,0,0,0,13,0,0,11
00090_block_size_optimized_512_base.ptx,7.23,8.5,sm_87,1,125,29,57,0,17,LOW,1.0,0.0,3.059,0.0,AI_TRAINING,63,31,31,16,1,0,0,0,0,0,0,6,0,0,11
00091_loop_unroll_optimized_base.ptx,7.22,8.5,sm_87,1,125,29,57,0,17,LOW,1.0,0.0,3.059,0.0,AI_TRAINING,63,31,31,16,1,0,0,0,0,0,0,6,0,0,11
00091_shared_memory_optimized_matmul_base.ptx,8.08,8.5,sm_87,1,170,22,111,0,3,LOW,1.0,22.0,0.812,0.0,AI_TRAINING,64,73,33,2,1,64,2,0,0,0,0,2,0,0,5
00092_optimized_thread_block_mapping_base.ptx,17.84,8.5,sm_87,1,496,29,275,0,18,LOW,1.0,2.556,3.094,0.0,AI_TRAINING,242,68,186,14,4,32,14,0,0,0,0,16,0,0,32
00092_shared_mem_tiled_conv_base.ptx,12.95,8.5,sm_87,1,337,34,206,0,13,LOW,1.0,1.846,4.324,0.0,AI_TRAINING,192,50,95,12,1,14,10,0,0,0,0,5,0,0,26
00093_aligned_memory_access_base_edit_1.ptx,8.82,8.5,sm_87,1,160,28,73,0,17,LOW,1.0,0.0,5.412,0.0,AI_TRAINING,103,31,26,16,1,0,0,0,0,0,0,13,0,0,11
00093_uniform_control_tiled_matmul_base_base.ptx,27.07,8.5,sm_87,1,807,34,503,0,36,LOW,1.0,1.667,3.604,0.0,AI_TRAINING,407,100,300,28,8,32,28,0,0,0,0,30,0,0,45
00094_balanced_coalesced_tiled_matmul_base.ptx,9.16,8.5,sm_87,1,206,26,107,0,8,LOW,1.0,4.75,1.63,0.0,AI_TRAINING,93,50,63,4,4,32,6,0,0,0,0,6,0,0,14
00095_loop_unroll_optimized_edit_1.ptx,7.24,8.5,sm_87,1,125,29,57,0,17,LOW,1.0,0.0,3.059,0.0,AI_TRAINING,63,31,31,16,1,0,0,0,0,0,0,6,0,0,11
00095_shared_memory_optimized_matmul_edit_1.ptx,6.39,8.5,sm_87,1,122,22,63,0,3,LOW,1.0,11.333,1.081,0.0,AI_TRAINING,48,41,33,2,1,32,2,0,0,0,0,2,0,0,5
00096_shared_mem_tiled_conv_edit_1.ptx,12.97,8.5,sm_87,1,337,34,206,0,13,LOW,1.0,1.846,4.324,0.0,AI_TRAINING,192,50,95,12,1,14,10,0,0,0,0,5,0,0,26
00097_uniform_control_tiled_matmul_base_edit_1.ptx,26.81,8.5,sm_87,1,792,34,488,0,36,LOW,1.0,1.667,3.604,0.0,AI_TRAINING,407,100,285,28,8,32,28,0,0,0,0,30,0,0,45
00097_workload_balanced_base.ptx,7.16,8.5,sm_87,1,125,29,57,0,17,LOW,1.0,0.0,3.059,0.0,AI_TRAINING,63,31,31,16,1,0,0,0,0,0,0,6,0,0,11
00098_balanced_coalesced_tiled_matmul_edit_1.ptx,9.18,8.5,sm_87,1,206,26,107,0,8,LOW,1.0,4.75,1.63,0.0,AI_TRAINING,93,50,63,4,4,32,6,0,0,0,0,6,0,0,14
00099_2_Standard_matrix_multiplication_.ptx,1.59,8.5,sm_87,0,0,0,0,0,0,NONE,,,,0,DATA_MODULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00099_stride_loop_optimized_base.ptx,7.36,8.5,sm_87,1,127,29,59,0,17,LOW,1.0,0.0,3.0,0.0,AI_TRAINING,63,31,33,16,1,0,0,0,0,0,0,6,0,0,12
00101_workload_balanced_edit_1.ptx,8.26,8.5,sm_87,1,162,30,74,0,17,LOW,1.0,0.0,3.824,0.0,AI_TRAINING,85,31,46,16,1,0,0,0,0,0,0,6,0,0,18
00102_strided_mlp_edit_1.ptx,6.78,8.5,sm_87,1,150,28,60,0,26,LOW,1.0,0.0,2.923,0.0,AI_TRAINING,88,33,29,20,6,0,0,0,0,0,0,14,0,0,12
00103_streams_matrix_multiplication_base.ptx,1.6,8.5,sm_87,0,0,0,0,0,0,NONE,,,,0,DATA_MODULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00103_stride_loop_optimized_edit_1.ptx,7.39,8.5,sm_87,1,127,29,59,0,17,LOW,1.0,0.0,3.0,0.0,AI_TRAINING,63,31,33,16,1,0,0,0,0,0,0,6,0,0,12
00104_shared_memory_matrix_multiplication_base.ptx,6.7,8.5,sm_87,1,132,24,63,0,3,LOW,1.0,11.333,1.135,0.0,AI_TRAINING,50,43,39,2,1,32,2,0,0,0,0,2,0,0,5
00105_optimized_single_stream_matmul_base.ptx,1.61,8.5,sm_87,0,0,0,0,0,0,NONE,,,,0,DATA_MODULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00105_warp_uniform_mlp_base.ptx,6.86,8.5,sm_87,1,153,29,60,0,26,LOW,1.0,0.0,2.923,0.0,AI_TRAINING,88,33,32,20,6,0,0,0,0,0,0,14,0,0,12
00106_shared_memory_optimized_base.ptx,13.51,8.5,sm_87,1,329,34,209,0,13,LOW,1.0,1.846,4.405,0.0,AI_TRAINING,195,50,84,12,1,14,10,0,0,0,0,10,0,0,26
00106_strided_matrix_multiplication_base.ptx,7.3,8.5,sm_87,1,170,27,77,0,22,LOW,1.0,0.0,3.455,0.0,AI_TRAINING,93,28,49,14,8,0,0,0,0,0,0,11,0,0,17
00106_tiled_mlp_base.ptx,6.5,8.5,sm_87,1,129,24,66,0,4,LOW,1.0,8.5,1.132,0.0,AI_TRAINING,51,45,33,3,1,32,2,0,0,0,0,3,0,0,5
00107_tiled_mlp_base.ptx,6.5,8.5,sm_87,1,129,24,66,0,4,LOW,1.0,8.5,1.132,0.0,AI_TRAINING,51,45,33,3,1,32,2,0,0,0,0,3,0,0,5
00107_warp_shared_reduction_matmul_base.ptx,5.89,8.5,sm_87,1,120,30,57,0,11,LOW,1.0,0.0,4.091,0.0,HPC_LINEAR_ALGEBRA,53,17,50,10,1,0,0,0,0,0,0,7,0,0,7
00108_strided_thread_block_matmul_base_base.ptx,6.04,8.5,sm_87,1,125,25,57,0,16,LOW,1.0,0.0,3.25,0.0,AI_TRAINING,65,22,38,14,2,0,0,0,0,0,0,7,0,0,13
00109_warp_uniform_mlp_edit_1.ptx,6.94,8.5,sm_87,1,153,29,60,0,26,LOW,1.0,0.0,2.923,0.0,AI_TRAINING,88,33,32,20,6,0,0,0,0,0,0,14,0,0,12
00109_warp_vectorized_matmul_base.ptx,10.56,8.5,sm_87,1,263,35,136,0,48,LOW,0.733,0.0,3.556,0.0,HPC_REDUCTION,140,42,81,35,1,0,0,0,0,0,5,11,4,0,12
00110_shared_memory_optimized_edit_1.ptx,13.53,8.5,sm_87,1,329,34,209,0,13,LOW,1.0,1.846,4.405,0.0,AI_TRAINING,195,50,84,12,1,14,10,0,0,0,0,10,0,0,26
00110_shared_warp_reduction_matmul_base.ptx,8.74,8.5,sm_87,1,204,40,113,0,3,LOW,1.0,6.0,2.429,0.0,HPC_REDUCTION,72,27,105,2,1,14,4,0,0,0,0,3,0,0,13
00110_tiled_mlp_edit_1.ptx,6.52,8.5,sm_87,1,129,25,66,0,4,LOW,1.0,8.5,1.132,0.0,AI_TRAINING,51,45,33,3,1,32,2,0,0,0,0,3,0,0,5
00111_tiled_2d_matmul_optimized_base.ptx,8.05,8.5,sm_87,1,172,22,111,0,3,LOW,1.0,22.0,0.812,0.0,AI_TRAINING,64,75,33,2,1,64,2,0,0,0,0,2,0,0,5
00111_tiled_mlp_edit_1.ptx,6.53,8.5,sm_87,1,129,24,66,0,4,LOW,1.0,8.5,1.132,0.0,AI_TRAINING,51,45,33,3,1,32,2,0,0,0,0,3,0,0,5
00112_hybrid_matmul_base.ptx,7.98,8.5,sm_87,1,172,22,111,0,3,LOW,1.0,22.0,0.812,0.0,AI_TRAINING,64,75,33,2,1,64,2,0,0,0,0,2,0,0,5
00113_optimized_tiled_mlp_base.ptx,6.82,8.5,sm_87,1,129,24,66,0,4,LOW,1.0,8.5,1.132,0.0,AI_TRAINING,51,45,33,3,1,32,2,0,0,0,0,3,0,0,5
00113_streaming_overlap_optimized_base.ptx,7.29,8.5,sm_87,1,125,29,57,0,17,LOW,1.0,0.0,3.059,0.0,AI_TRAINING,63,31,31,16,1,0,0,0,0,0,0,6,0,0,11
00113_tiled_unified_base.ptx,18.14,8.5,sm_87,1,497,33,204,0,7,LOW,1.0,19.714,0.966,0.0,AI_TRAINING,198,151,148,6,1,126,12,0,0,0,0,7,0,0,49
00114_mlp_stride_loop_base.ptx,8.04,8.5,sm_87,1,191,28,66,0,30,LOW,1.0,0.0,3.033,0.0,AI_TRAINING,108,37,46,22,8,0,0,0,0,0,0,13,0,0,17
00114_tiled_regtile_base.ptx,16.27,8.5,sm_87,1,390,26,289,0,6,LOW,1.0,21.667,1.228,0.0,AI_TRAINING,180,143,67,2,4,128,2,0,0,0,0,4,0,0,11
00115_block_size_optimized_256_base.ptx,7.23,8.5,sm_87,1,125,29,57,0,17,LOW,1.0,0.0,3.059,0.0,AI_TRAINING,63,31,31,16,1,0,0,0,0,0,0,6,0,0,11
00115_hybrid_matmul_base.ptx,7.92,8.5,sm_87,1,172,22,111,0,3,LOW,1.0,22.0,0.812,0.0,AI_TRAINING,64,75,33,2,1,64,2,0,0,0,0,2,0,0,5
00115_reduced_sync_mlp_base.ptx,6.68,8.5,sm_87,1,130,25,66,0,4,LOW,1.0,8.5,1.132,0.0,AI_TRAINING,52,45,33,3,1,32,2,0,0,0,0,2,0,0,6
00116_db_shared_matmul_base.ptx,13.51,8.5,sm_87,1,329,26,203,0,5,LOW,1.0,27.2,0.809,0.0,AI_TRAINING,124,147,58,4,1,128,8,0,0,0,0,4,0,0,7
00117_optimized_tiled_mlp_edit_1.ptx,6.85,8.5,sm_87,1,129,24,66,0,4,LOW,1.0,8.5,1.132,0.0,AI_TRAINING,51,45,33,3,1,32,2,0,0,0,0,3,0,0,5
00117_streaming_overlap_optimized_edit_1.ptx,7.31,8.5,sm_87,1,125,29,57,0,17,LOW,1.0,0.0,3.059,0.0,AI_TRAINING,63,31,31,16,1,0,0,0,0,0,0,6,0,0,11
00117_unrolled_hybrid_matmul_base_base.ptx,45.25,8.5,sm_87,1,1143,22,993,0,48,LOW,1.0,6.0,1.756,0.0,AI_TRAINING,616,342,185,32,16,256,32,0,0,0,0,12,0,0,50
00118_mlp_stride_loop_edit_1.ptx,8.06,8.5,sm_87,1,191,28,66,0,30,LOW,1.0,0.0,3.033,0.0,AI_TRAINING,108,37,46,22,8,0,0,0,0,0,0,13,0,0,17
00118_optimized_tiled_matmul_base.ptx,8.43,8.5,sm_87,1,175,22,111,0,3,LOW,1.0,22.0,0.826,0.0,AI_TRAINING,66,75,34,2,1,64,2,0,0,0,0,3,0,0,6
00119_optimized_2d_matmul_base_base.ptx,8.04,8.5,sm_87,1,172,22,111,0,3,LOW,1.0,22.0,0.812,0.0,AI_TRAINING,64,75,33,2,1,64,2,0,0,0,0,2,0,0,5
00119_reduced_sync_mlp_edit_1.ptx,8.43,8.5,sm_87,1,178,25,114,0,4,LOW,1.0,16.5,0.843,0.0,AI_TRAINING,68,77,33,3,1,64,2,0,0,0,0,2,0,0,6
00120_strided_tiled_matmul_base.ptx,8.21,8.5,sm_87,1,172,22,111,0,3,LOW,1.0,22.0,0.812,0.0,AI_TRAINING,64,75,33,2,1,64,2,0,0,0,0,2,0,0,5
00121_2_ConvTranspose2d_BiasAdd_Clamp_Scaling_Clamp_Divide.ptx,3.67,8.5,sm_87,1,37,21,15,0,3,LOW,1.0,0.0,6.0,0.0,AI_TRAINING,19,10,8,2,1,0,0,0,0,0,0,2,0,0,1
00121_2_ShallowWideMLP.ptx,9.93,8.5,sm_87,4,196,33,33,0,28,LOW,1.0,0.0,2.714,0.0,HPC_LINEAR_ALGEBRA,92,46,58,24,4,0,0,0,0,0,0,14,0,0,14
00121_unrolled_hybrid_matmul_base.ptx,8.14,8.5,sm_87,1,172,22,111,0,3,LOW,1.0,22.0,0.812,0.0,AI_TRAINING,64,75,33,2,1,64,2,0,0,0,0,2,0,0,5
00122_stride_loop_matmul_base.ptx,7.14,8.5,sm_87,1,169,27,77,0,22,LOW,1.0,0.0,3.409,0.0,AI_TRAINING,92,28,49,14,8,0,0,0,0,0,0,11,0,0,17
00123_coalesced_tiled_matmul_base.ptx,8.29,8.5,sm_87,1,172,22,111,0,3,LOW,1.0,22.0,0.812,0.0,AI_TRAINING,64,75,33,2,1,64,2,0,0,0,0,2,0,0,5
00123_optimized_thread_mapping_base.ptx,3.77,8.5,sm_87,1,44,21,18,0,3,LOW,1.0,0.0,5.667,0.0,AI_TRAINING,20,10,14,2,1,0,0,0,0,0,0,2,0,0,1
00124_aligned_tiled_matmul_base_base.ptx,8.28,8.5,sm_87,1,170,22,113,0,3,LOW,1.0,22.0,0.812,0.0,AI_TRAINING,64,75,31,2,1,64,2,0,0,0,0,3,0,0,5
00124_warp_dot_base.ptx,12.42,8.5,sm_87,4,257,36,58,0,28,LOW,1.0,0.0,3.0,0.0,HPC_REDUCTION,102,46,109,24,4,0,0,0,0,0,0,14,0,0,16
00124_warp_primitives_post_process_base.ptx,3.88,8.5,sm_87,1,50,24,28,0,3,LOW,1.0,0.0,6.0,0.0,HPC_FFT,19,10,21,2,1,0,0,0,0,0,0,2,0,0,1
00125_block_size_tuning_base.ptx,9.96,8.5,sm_87,4,196,34,33,0,28,LOW,1.0,0.0,2.714,0.0,HPC_LINEAR_ALGEBRA,92,46,58,24,4,0,0,0,0,0,0,14,0,0,14
00125_conv_transpose_const_mem_base.ptx,3.29,8.5,sm_87,1,36,23,15,0,2,LOW,1.0,0.0,6.0,0.0,AI_TRAINING,19,9,8,1,1,0,0,0,0,0,0,2,0,0,1
00125_doublebuffer_tiled_matmul_base.ptx,13.16,8.5,sm_87,1,309,23,215,0,5,LOW,1.0,26.4,0.818,0.0,AI_TRAINING,120,143,46,4,1,128,4,0,0,0,0,4,0,0,7
00126_constant_hybrid_matmul_base_base.ptx,8.35,8.5,sm_87,1,183,27,109,0,3,LOW,1.0,22.667,0.773,0.0,AI_TRAINING,67,78,38,2,1,64,4,0,0,0,0,2,0,0,6
00126_thread_block_indexed_base.ptx,3.54,8.5,sm_87,1,40,20,16,0,3,LOW,1.0,0.0,5.333,0.0,HPC_STENCIL,18,9,13,2,1,0,0,0,0,0,0,2,0,0,1
00126_warp_dot_optimized_block_base.ptx,12.86,8.5,sm_87,4,261,35,60,0,28,LOW,1.0,0.0,3.0,0.0,HPC_REDUCTION,102,46,113,24,4,0,0,0,0,0,0,14,0,0,16
00127_atomic_block_reduction_base.ptx,11.17,8.5,sm_87,6,200,40,31,0,20,LOW,1.0,0.833,2.818,10.0,HPC_STENCIL,78,48,74,8,4,6,4,2,0,0,0,10,0,0,16
00127_modular_device_functions_base_base.ptx,3.47,8.5,sm_87,1,37,21,15,0,3,LOW,1.0,0.0,6.0,0.0,IMAGE_PROCESSING,19,10,8,2,1,0,0,0,0,0,0,2,0,0,1
00128_uniform_grid_stride_base.ptx,6.07,8.5,sm_87,1,123,29,51,0,15,LOW,1.0,0.0,5.267,0.0,AI_TRAINING,84,22,17,10,5,0,0,0,0,0,0,9,0,0,5
00129_hybrid_tiled_cublas_base.ptx,16.33,8.5,sm_87,1,390,26,289,0,6,LOW,1.0,21.667,1.228,0.0,AI_TRAINING,180,143,67,2,4,128,2,0,0,0,0,4,0,0,11
00129_selective_sync_shared_mem_base_base.ptx,3.84,8.5,sm_87,1,47,31,20,0,2,LOW,1.0,1.0,3.8,0.0,AI_TRAINING,21,11,15,1,1,1,1,0,0,0,0,2,0,0,2
00129_stride_loop_optimization_base.ptx,15.3,8.5,sm_87,4,343,38,58,0,44,LOW,1.0,0.0,3.0,0.0,HPC_REDUCTION,158,62,123,32,12,0,0,0,0,0,0,20,0,0,24
00130_hybrid_regtiled_base.ptx,16.29,8.5,sm_87,1,390,26,289,0,6,LOW,1.0,21.667,1.228,0.0,AI_TRAINING,180,143,67,2,4,128,2,0,0,0,0,4,0,0,11
00131_loop_unrolling_bias_const_mem_base.ptx,3.31,8.5,sm_87,1,35,23,14,0,2,LOW,1.0,0.0,5.667,0.0,AI_TRAINING,18,9,8,1,1,0,0,0,0,0,0,2,0,0,1
00131_warp_index_optimized_base.ptx,15.75,8.5,sm_87,4,357,39,65,0,44,LOW,1.0,0.0,3.136,0.0,HPC_REDUCTION,164,62,131,32,12,0,0,0,0,0,0,20,0,0,24
00132_streamed_pipelined_matmul_base_base.ptx,8.23,8.5,sm_87,1,172,24,111,0,3,LOW,1.0,22.0,0.812,0.0,AI_TRAINING,64,75,33,2,1,64,2,0,0,0,0,3,0,0,5
00133_block_size_tuned_base_base.ptx,7.74,8.5,sm_87,1,186,31,79,0,14,LOW,1.0,0.0,4.857,0.0,AI_TRAINING,112,27,47,7,7,0,0,0,0,0,0,8,0,0,14
00133_dynamic_blocksize_matmul_base.ptx,6.37,8.5,sm_87,1,131,27,71,0,3,LOW,1.0,5.333,2.579,0.0,AI_TRAINING,63,26,42,2,1,14,2,0,0,0,0,3,0,0,11
00133_uniform_control_flow_base_base.ptx,12.81,8.5,sm_87,4,261,35,60,0,28,LOW,1.0,0.0,3.0,0.0,HPC_REDUCTION,102,46,113,24,4,0,0,0,0,0,0,14,0,0,16
00134_double_buffered_matmul_base.ptx,10.35,8.5,sm_87,1,240,28,107,0,5,LOW,1.0,14.4,1.0,0.0,AI_TRAINING,90,83,67,4,1,64,8,0,0,0,0,4,0,0,10
00134_fast_postprocess_base.ptx,3.89,8.5,sm_87,1,49,27,16,0,3,LOW,1.0,0.0,4.0,0.0,IMAGE_PROCESSING,19,11,19,2,1,0,0,0,0,0,0,1,0,0,2
00134_tiled_warp_forward_base.ptx,13.04,8.5,sm_87,4,273,38,66,0,28,LOW,1.0,0.0,3.214,0.0,HPC_REDUCTION,108,46,119,24,4,0,0,0,0,0,0,14,0,0,16
00135_coalesced_hybrid_matmul_base_base.ptx,8.72,8.5,sm_87,1,188,28,116,0,4,LOW,1.0,17.75,0.76,0.0,AI_TRAINING,67,81,40,3,1,64,7,0,0,0,1,2,0,0,6
00135_unified_grid_const_base.ptx,8.33,8.5,sm_87,2,161,32,51,0,13,LOW,1.0,0.0,5.333,0.0,AI_TRAINING,103,31,27,7,6,0,0,0,0,0,0,11,0,0,7
00136_hybrid_mlp_forward_base.ptx,19.77,8.5,sm_87,8,417,47,58,0,48,LOW,1.0,0.312,3.095,9.59,HPC_REDUCTION,162,80,175,28,4,6,4,4,0,0,0,18,0,0,30
00136_optimized_hybrid_post_process_base.ptx,5.84,8.5,sm_87,1,115,28,46,0,8,LOW,1.0,0.0,5.833,0.0,AI_TRAINING,76,18,21,4,4,0,0,0,0,0,0,5,0,0,6
00137_hybrid_constant_3d_base.ptx,5.23,8.5,sm_87,2,79,22,16,0,5,LOW,1.0,0.0,5.333,0.0,HPC_STENCIL,36,17,26,3,2,0,0,0,0,0,0,4,0,0,2
00137_hybrid_mlp_forward_base.ptx,20.07,8.5,sm_87,8,417,47,58,0,48,LOW,1.0,0.312,3.143,9.59,HPC_REDUCTION,164,82,171,28,4,6,4,4,0,0,0,18,0,0,30
00138_splitk_atomic_matmul_base_base.ptx,8.75,8.5,sm_87,1,181,26,112,0,7,LOW,1.0,22.0,0.899,5.52,AI_TRAINING,71,77,33,2,1,64,2,1,0,0,0,3,0,0,6
00139_warp_optimized_matmul_base_base.ptx,13.82,8.5,sm_87,1,331,29,170,0,3,LOW,1.0,11.0,2.333,0.0,AI_LLM,91,42,198,2,1,32,1,0,0,0,0,2,0,0,6
00140_optimized_reduction_post_process_base.ptx,8.51,8.5,sm_87,1,186,42,84,0,11,LOW,1.0,0.364,4.7,0.0,AI_TRAINING,105,27,54,5,6,2,2,0,0,0,0,10,0,0,12
00141_stream_pipelined_post_process_base_base.ptx,6.3,8.5,sm_87,1,123,29,51,0,8,LOW,1.0,0.0,6.333,0.0,AI_TRAINING,82,20,21,4,4,0,0,0,0,0,0,5,0,0,6
00142_balanced_workload_post_process_base_base.ptx,5.46,8.5,sm_87,1,101,26,46,0,8,LOW,1.0,0.0,4.917,0.0,AI_TRAINING,65,18,18,4,4,0,0,0,0,0,0,6,0,0,6
